,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
90,F3897837,18/01/2024 18:36:26,OTARA AUCKLAND,00:00:00,Otara,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Thursday
91,F3897842,18/01/2024 18:47:03,GOODWOOD HEIGHTS AUCKLAND,00:00:00,Papatoetoe,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
92,F3897844,18/01/2024 18:49:26,MOUNT MAUNGANUI TAURANGA CITY,00:31:07,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Thursday
93,F3897847,18/01/2024 18:55:18,NGARUAWAHIA WAIKATO DISTRICT,00:00:00,Ngaruawahia,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
94,F3897857,18/01/2024 19:03:59,MOUNT MAUNGANUI TAURANGA CITY,00:28:07,"Tauranga, Mount Maunganui",7100: FALSE ALARM (STRU),Thursday
95,F3897871,18/01/2024 19:51:42,PAKURANGA AUCKLAND,00:00:00,Mount Wellington,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
96,F3897873,18/01/2024 19:53:41,AUCKLAND CENTRAL AUCKLAND,00:12:02,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Thursday
97,F3897874,18/01/2024 19:53:22,MANGERE AUCKLAND,00:07:14,Mangere,1500: MISCELLANEOUS FIRE (MIN),Thursday
98,F3897875,18/01/2024 19:53:17,MANGAWHAI HEADS KAIPARA DISTRICT,00:00:00,Mangawhai,1500: MISCELLANEOUS FIRE (MIN),Thursday
99,F3897876,18/01/2024 19:54:48,RIVERHEAD AUCKLAND,00:19:37,"West Harbour, Kumeu",7100: FALSE ALARM (STRU),Thursday
100,F3897883,18/01/2024 20:03:34,KINGSLAND AUCKLAND,00:11:44,"Grey Lynn, Balmoral, Avondale",7100: FALSE ALARM (STRU),Thursday
101,F3897889,18/01/2024 20:14:51,HENDERSON AUCKLAND,00:00:00,Henderson,1500: MISCELLANEOUS FIRE (MIN),Thursday
102,F3897890,18/01/2024 20:16:36,COOKS BEACH THAMES-COROMANDEL DISTRICT,00:00:00,Cooks Beach,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
103,F3897891,18/01/2024 20:17:34,KAMO WHANGAREI DISTRICT,00:00:00,"Whangarei, Kamo","3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Thursday
104,F3897899,18/01/2024 20:44:39,ST HELIERS AUCKLAND,00:00:00,"Saint Heliers, Mount Wellington",1500: MISCELLANEOUS FIRE (STRU),Thursday
105,F3897902,18/01/2024 21:03:10,MOUNT WELLINGTON AUCKLAND,00:00:00,"Mount Wellington, Ellerslie",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Thursday
106,F3897904,18/01/2024 21:14:53,OMAPERE FAR NORTH DISTRICT,00:00:00,Omapere,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
107,F3897905,18/01/2024 21:17:15,ORAKEI AUCKLAND,00:00:00,Parnell,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
108,F3897915,18/01/2024 21:42:41,GLENHOLME ROTORUA DISTRICT,00:00:00,Rotorua,1100: STRUCTURE FIRE (STRU),Thursday
109,F3897916,18/01/2024 21:53:07,HILLCREST HAMILTON CITY,00:13:52,Hamilton,7100: FALSE ALARM (SPRNKLR),Thursday
110,F3897917,18/01/2024 21:52:54,HEREKINO FAR NORTH DISTRICT,00:00:00,Ahipara,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Thursday
111,F3897920,18/01/2024 22:00:02,STANMORE BAY AUCKLAND,00:00:00,Manly,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
112,F3897927,18/01/2024 22:57:51,WAIAU PA AUCKLAND,00:00:00,Waiau Pa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
113,F3897934,18/01/2024 23:14:42,KINGSLAND AUCKLAND,00:10:24,"Grey Lynn, Balmoral, Auckland City",7100: FALSE ALARM (STRU),Thursday
